SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips
SSN100173,USR4310,2024-04-04T18:19:33,2024-04-04T20:53:33,Documentary,Tablet,Basic,Australia,153,122,0.84,2,4.19,4.4,Yes,3,4,1
SSN100174,USR1258,2024-10-14T07:41:48,2024-10-14T08:36:48,Horror,PC,Premium,India,58,43,0.75,0,4.15,3.9,No,0,2,0
SSN100175,USR7668,2024-10-14T07:34:09,2024-10-14T10:06:09,Animation,Tablet,Standard,Germany,152,122,0.81,1,2.54,3.6,No,0,2,1
SSN100176,USR9704,2024-02-04T21:59:00,2024-02-05T00:05:00,Horror,PC,Basic,Brazil,127,117,0.9,2,3.19,3.5,Yes,0,0,1
SSN100177,USR5119,2024-04-29T18:47:17,2024-04-29T20:37:17,Drama,PC,Basic,Canada,110,87,0.83,3,1.42,3.8,Yes,4,0,0
SSN100178,USR6952,2024-10-24T15:40:16,2024-10-24T17:24:16,Horror,PC,Premium,India,102,96,0.93,1,2.34,3.4,No,0,2,0
SSN100179,USR3827,2024-03-23T04:07:05,2024-03-23T04:45:05,Animation,Mobile,Premium,Canada,39,26,0.66,2,2.67,4.4,No,1,2,0
SSN100180,USR7189,2024-04-26T03:25:03,2024-04-26T04:37:03,Animation,Tablet,Basic,Canada,71,45,0.59,1,3.7,,No,0,1,0
SSN100181,USR5440,2024-08-13T18:45:41,2024-08-13T20:03:41,Comedy,Mobile,Basic,Germany,81,44,0.56,0,2.5,,Yes,1,3,2
SSN100182,USR7137,2024-10-25T11:28:04,2024-10-25T13:54:04,Drama,Tablet,Standard,Canada,146,147,1,1,2.11,4,No,3,2,0
SSN100183,USR5613,2024-06-23T11:08:05,2024-06-23T12:30:05,Comedy,Mobile,Basic,India,78,54,0.67,1,6.01,4.6,No,1,5,0
SSN100184,USR9000,2024-02-17T09:45:33,2024-02-17T11:09:33,Documentary,Mobile,Basic,Brazil,86,82,1,1,3.45,4,No,4,4,0
SSN100185,USR3374,2024-06-27T02:09:59,2024-06-27T04:25:59,documentary,Game Console,Premium,France,138,77,0.6,2,3.96,4.3,No,1,2,0
SSN100186,USR7801,2024-08-22T16:10:13,2024-08-22T16:38:13,Drama,Game Console,basic,UK,28,16,0.71,1,5.06,4.6,No,2,1,1
SSN100187,USR3019,2024-10-27T01:23:26,2024-10-27T03:56:26,Sci-Fi,Tablet,Premium,Australia,155,110,0.7,1,2.74,3.2,Yes,1,2,0
SSN100188,USR9489,2024-09-27T15:04:46,2024-09-27T16:26:46,Comedy,Game Console,Basic,Australia,80,83,0.98,1,1.56,3,No,2,2,0
SSN100189,USR6316,2024-06-15T21:29:51,2024-06-16T00:07:51,Action,smart tv,Premium,US,156,81,0.53,1,4.37,3.8,Yes,1,5,0
SSN100190,USR1858,2024-04-12T11:32:16,2024-04-12T14:23:16,Action,Smart TV,Basic,UK,169,120,0.68,1,4.15,,No,1,4,2
SSN100191,USR9417,2024-08-26T11:21:57,2024-08-26T13:00:57,Animation,Game Console,Basic,UK,95,63,0.63,1,3.4,4,No,1,1,0
SSN100192,USR2011,2024-07-10T01:57:24,2024-07-10T04:55:24,Drama,Smart TV,Basic,France,173,156,0.89,0,5.66,3.9,Yes,4,0,0
SSN100193,USR3869,2024-04-29T09:17:23,2024-04-29T10:48:23,Romance,Game Console,Standard,UK,92,92,1,2,4.17,4.5,No,0,0,2
SSN100194,USR1780,2024-06-12T04:54:11,2024-06-12T05:25:11,Documentary,Tablet,Basic,US,29,19,0.62,1,2.17,4.5,No,2,6,2
SSN100195,USR8196,2024-02-25T23:21:09,2024-02-26T01:39:09,Horror,Game Console,Standard,India,138,91,0.68,2,5.16,5,Yes,0,4,2
SSN100196,USR7120,2024-01-09T17:39:20,2024-01-09T18:17:20,Action,Mobile,Standard,Australia,40,35,0.96,0,3.68,4.5,No,0,3,1
SSN100197,USR2038,2024-08-03T23:23:15,2024-08-04T00:21:15,Drama,Mobile,Basic,UK,57,57,1,0,4.12,3.9,Yes,3,2,0
SSN100198,USR7994,2024-10-06T04:57:42,2024-10-06T05:48:42,Romance,PC,Standard,Germany,50,42,0.82,0,4.57,3.1,No,0,4,1
SSN100199,USR9631,2024-12-11T16:20:44,2024-12-11T17:04:44,COMEDY,Tablet,Basic,France,45,41,0.93,2,5.24,4,No,1,4,0
SSN100200,USR5047,2024-06-03T14:36:18,2024-06-03T15:33:18,Documentary,Tablet,Premium,India,55,45,0.82,0,3.11,3.5,No,3,6,0
SSN100201,USR2729,2024-09-26T07:16:57,2024-09-26T09:04:57,Animation,Smart TV,Standard,France,109,61,,2,4.32,3.4,No,0,0,0
SSN100202,USR8027,2024-09-15T09:43:49,2024-09-15T10:24:49,Animation,Mobile,Standard,Germany,42,24,0.6,1,3.9,4.6,No,3,3,0
SSN100203,USR5245,2024-04-25T05:57:41,2024-04-25T06:20:41,Drama,Game Console,Standard,Canada,24,16,0.61,1,4.91,3.8,No,3,1,1
SSN100204,USR2028,2024-06-06T09:06:06,2024-06-06T10:20:06,Sci-Fi,PC,Basic,usa,75,46,0.63,0,3.5,3.9,No,0,1,0
SSN100205,USR5521,2024-07-14T07:33:42,2024-07-14T10:15:42,Animation,Game Console,Basic,brazil,162,78,0.49,0,4.6,4,No,3,1,1
SSN100206,USR5494,2024-08-01T11:20:34,2024-08-01T12:19:34,Documentary,Mobile,Basic,Canada,58,44,0.75,1,5.32,4.8,No,2,6,1
SSN100207,USR3434,2024-01-04T03:51:27,2024-01-04T05:19:27,HORROR,Mobile,Standard,Canada,91,65,0.75,1,3.16,3.5,No,0,6,0
SSN100208,USR8532,2024-11-11T11:57:37,2024-11-11T13:48:37,Documentary,Tablet,Premium,Canada,114,84,0.73,2,2.94,4.6,No,4,1,0
SSN100209,USR5183,2024-05-28T11:47:01,2024-05-28T14:00:01,Romance,Smart TV,Standard,India,135,133,1,1,5.2,5,No,2,2,2
SSN100210,USR6805,2024-07-31T12:52:22,2024-07-31T13:22:22,Sci-Fi,PC,Premium,India,30,10,0.5,3,4.59,4.7,No,3,0,0
SSN100211,USR3325,2024-05-28T08:29:40,2024-05-28T09:06:40,Action,Smart TV,Basic,Brazil,34,26,0.75,4,4.87,2.2,No,1,0,0
SSN100212,USR5692,2024-04-21T10:13:38,2024-04-21T10:49:38,Comedy,PC,Standard,France,38,36,1,0,2.23,3.1,No,0,4,0
SSN100213,USR6754,2024-02-22T11:15:15,2024-02-22T12:09:15,Romance,Mobile,Standard,France,55,54,0.96,2,2.74,3.7,No,1,3,2
SSN100214,USR1840,2024-06-20T09:06:43,2024-06-20T09:58:43,Action,Tablet,Basic,Brazil,52,43,,0,2.15,4.6,No,0,2,0
SSN100215,USR1636,2024-05-23T01:49:14,2024-05-23T02:29:14,Comedy,Smart TV,Basic,France,43,30,0.79,0,5.03,3.6,Yes,3,2,1
SSN100216,USR2341,2024-11-09T11:30:16,2024-11-09T11:51:16,Action,Tablet,Standard,UK,21,10,0.38,0,2.11,3.6,No,1,0,0
SSN100217,USR3373,2024-10-11T00:47:43,2024-10-11T03:25:43,Horror,Game Console,Basic,Brazil,156,160,1,1,3.32,5,Yes,0,0,1
SSN100218,USR4400,2024-01-07T22:15:55,2024-01-08T00:29:55,Action,Tablet,Basic,India,134,108,0.84,2,3.6,2.9,Yes,3,3,2
SSN100219,USR8790,2024-02-28T22:01:40,2024-02-28T22:46:40,Animation,Mobile,Basic,UK,41,22,0.49,1,,4.8,Yes,0,3,1
SSN100220,USR8186,2024-04-12T18:41:53,2024-04-12T20:50:53,Sci-Fi,Smart TV,Premium,Germany,128,99,0.77,2,4.4,4.1,Yes,1,0,0
SSN100221,USR5463,2024-03-21T14:45:54,2024-03-21T15:47:54,Documentary,PC,Standard,US,64,33,0.55,2,2.53,5,No,2,2,1
SSN100222,USR7731,2024-01-08T09:45:07,2024-01-08T12:13:07,Action,Tablet,Premium,India,148,146,0.96,1,3.87,3.2,No,1,2,0
SSN100223,USR3635,2024-09-13T09:36:53,2024-09-13T11:11:53,Sci-Fi,Smart TV,Basic,India,98,68,0.67,0,5.26,3.7,No,0,3,2
SSN100224,USR2153,2024-07-18T01:37:21,2024-07-18T03:47:21,Drama ,Mobile,Standard,US,130,131,1,2,3.67,3.7,Yes,1,5,3
SSN100225,USR1478,2024-07-14T00:10:02,2024-07-14T00:48:02,Documentary,Tablet,Standard,UK ,39,28,0.81,1,3.34,4,Yes,3,4,1
SSN100226,USR6398,2024-12-05T15:46:13,2024-12-05T18:32:13,Documentary,Mobile,Premium,Canada,163,152,0.93,1,4.03,3.3,No,1,2,0
SSN100227,USR9508,2024-03-07T22:14:32,2024-03-08T00:43:32,Sci-Fi,PC,Basic,India,146,56,0.37,0,4.6,4.2,Yes,1,4,0
SSN100228,USR9821,2024-05-07T14:07:19,2024-05-07T16:24:19,Action,PC,Standard,Canada,139,112,0.83,1,3.28,3.9,No,2,4,2
SSN100229,USR9130,2024-08-23T16:29:13,2024-08-23T17:26:13,Drama,Mobile,Basic,UK ,55,46,0.9,0,,4.6,No,1,3,1
SSN100230,USR3524,2024-04-16T11:45:38,2024-04-16T14:02:38,Documentary,PC,Standard,India,138,106,0.78,1,3.75,4.9,No,3,2,0
SSN100231,USR7333,2024-08-11T01:57:27,2024-08-11T03:44:27,Horror,Mobile,Standard,Germany,109,91,0.87,0,3.95,4.2,Yes,4,0,0
SSN100232,USR2730,2024-06-08T23:41:27,2024-06-09T02:02:27,Animation,Mobile,Premium,France,140,129,0.91,0,2.91,3.8,Yes,0,5,0
SSN100233,USR8610,2024-09-01T12:38:08,2024-09-01T13:42:08,ROMANCE,Mobile,Premium,Canada,63,58,0.94,1,4.74,4.1,No,2,4,0
SSN100234,USR7202,2024-05-22T22:28:52,2024-05-23T01:04:52,Animation,Tablet,Standard,UK,151,150,0.97,2,4.3,3.9,Yes,1,2,0
SSN100235,USR2888,2024-10-12T19:56:51,2024-10-12T20:26:51,Documentary,Tablet,Premium,UK,29,17,0.6,0,4.04,3.9,Yes,2,4,0
SSN100236,USR7910,2024-07-02T23:07:53,2024-07-03T00:29:53,romance,Mobile,Premium,France,83,60,0.78,4,3.73,4.1,Yes,1,3,0
SSN100237,USR9192,2024-01-13T08:42:07,2024-01-13T09:41:07,Comedy,Game Console,Basic,UK,63,38,0.59,2,3.67,4.1,No,0,2,1
SSN100238,USR8127,2024-01-31T19:45:45,2024-01-31T21:09:45,Comedy,PC,Premium,France,84,79,0.91,1,1.45,3.9,Yes,0,6,0
SSN100239,USR5392,2024-11-12T12:40:35,2024-11-12T13:13:35,Sci-Fi,PC,premium,France,32,23,0.69,1,4.15,3.9,No,2,1,0
SSN100240,USR5541,2024-12-02T10:02:39,2024-12-02T12:31:39,Drama,Mobile,Standard,Brazil,150,99,0.67,0,3.08,4.8,No,2,2,0
SSN100241,USR9586,2024-09-06T14:37:14,2024-09-06T15:02:14,Horror,PC,Premium,France,25,20,0.68,1,5.22,4,No,0,2,0
SSN100242,USR4560,2024-04-11T03:26:35,2024-04-11T03:51:35,Romance,Smart TV,Basic,Germany,25,23,1,0,5.4,5,No,1,2,1
SSN100243,USR8841,2024-10-19T21:57:55,2024-10-19T23:19:55,Sci-Fi,Smart TV,Premium,US,82,72,,0,4.87,2.5,Yes,1,3,0
SSN100244,USR9499,2024-10-01T23:43:57,2024-10-02T00:45:57,Sci-Fi,Tablet,Premium,Germany,64,62,0.99,3,3.29,4.1,Yes,1,2,0
SSN100245,USR3647,2024-02-16T08:53:41,2024-02-16T10:32:41,Drama,Tablet,Standard,Brazil,98,73,0.75,0,,4.7,No,4,3,2
SSN100246,USR5331,2024-11-01T09:02:16,2024-11-01T10:43:16,Animation,Game Console,Standard,Germany,107,52,0.5,0,3.15,2.7,No,2,1,1
SSN100247,USR2618,2024-03-25T15:36:37,2024-03-25T17:38:37,Drama,Smart TV,Basic,Australia,119,120,1,1,4.51,3,No,4,1,0
SSN100248,USR2036,2024-02-21T05:44:44,2024-02-21T07:31:44,Romance,Mobile,Basic,US,108,108,1,0,2.9,5,No,1,1,1
SSN100249,USR7302,2024-02-12T19:42:13,2024-02-12T20:09:13,Animation,Game Console,Basic,Germany,27,19,0.68,0,3.89,4.6,Yes,1,6,0
SSN100250,USR6734,2024-05-17T10:44:53,2024-05-17T11:21:53,Drama,PC,Basic,Australia,33,25,0.66,0,1.38,4.3,No,1,2,2
SSN100251,USR6111,2024-03-26T06:59:25,2024-03-26T08:04:25,Documentary,Game Console,Standard,Canada,66,37,,1,3.02,3.3,No,4,6,1
SSN100252,USR4888,2024-12-26T09:12:08,2024-12-26T11:03:08,Comedy,Smart TV,Standard,Canada,112,76,0.72,2,6.7,3.6,No,0,2,1
SSN100253,USR7236,2024-05-27T06:09:55,2024-05-27T07:17:55,Romance,Smart TV,Standard,India,67,39,0.57,0,5.5,3.7,No,0,1,1
SSN100254,USR2622,2024-12-31T23:54:36,2025-01-01T02:08:36,Comedy,Game Console,Basic,Australia,138,83,0.58,1,4.17,4,Yes,1,1,2
SSN100255,USR9590,2024-02-16T16:27:55,2024-02-16T18:07:55,Animation,Mobile,Premium,Brazil,102,84,0.87,0,3.48,5,No,1,1,0
SSN100256,USR6717,2024-07-05T04:54:53,2024-07-05T05:45:53,Romance,Mobile,Standard,India,45,36,0.76,1,2.58,4.5,No,3,3,0
SSN100257,USR4274,2024-10-18T15:24:05,2024-10-18T16:47:05,Sci-Fi,Tablet,Basic,Germany,78,69,0.86,3,3.7,4.2,No,0,3,1
SSN100258,USR8170,2024-02-29T16:30:33,2024-02-29T17:28:33,Romance,Game Console,Premium,Canada,57,50,0.97,1,2.43,2.6,No,2,5,0
SSN100259,USR1065,2024-01-28T11:30:31,2024-01-28T14:13:31,Drama,Smart TV,Premium,Germany,160,148,0.91,1,5.87,1.9,No,6,1,0
SSN100260,USR8338,2024-03-13T23:46:45,2024-03-14T02:16:45,Comedy,Tablet,Standard,Germany,146,153,1,0,3.63,2.5,Yes,2,2,1
SSN100261,USR7629,2024-11-07T12:20:28,2024-11-07T14:14:28,SciFi,Tablet,Basic,India,112,65,0.57,1,2.9,4.3,No,0,2,0
SSN100262,USR9411,2024-06-11T23:01:29,2024-06-12T01:04:29,Romance,Tablet,Basic,Germany,121,113,0.96,0,2.92,4.7,Yes,0,2,1
SSN100263,USR1286,2024-02-28T03:11:56,2024-02-28T04:51:56,Documentary,Smart TV,Standard,Canada,101,95,0.95,1,6.59,5,No,2,2,0
SSN100264,USR1451,2024-12-08T05:54:55,2024-12-08T08:43:55,Drama,Mobile,Premium,UK,169,81,0.49,0,4.46,4,No,2,1,0
SSN100265,USR6106,2024-11-11T19:55:10,2024-11-11T21:17:10,Sci-Fi,Tablet,Basic,Germany,79,57,0.73,2,3.34,4.8,Yes,1,4,0
SSN100266,USR2865,2024-11-08T01:29:10,2024-11-08T02:31:10,Animation,Mobile,Basic,US,65,38,0.56,0,5.55,4.4,Yes,3,4,1
SSN100267,USR2746,2024-06-29T16:44:35,2024-06-29T17:18:35,Drama,SMART TV,Premium,USA,38,22,0.67,1,4.15,,No,3,3,0
SSN100268,USR5589,2024-02-05T15:54:29,2024-02-05T16:50:29,Documentary,PC,Basic,Canada,58,25,0.45,2,3.56,3.6,No,2,1,1
SSN100269,USR2593,2024-12-31T11:29:32,2024-12-31T13:21:32,Horror,GAME CONSOLE,Standard,Canada,110,104,0.89,2,3.48,2,No,5,3,1
SSN100270,USR4484,2024-05-17T13:49:17,2024-05-17T14:51:17,DRAMA,PC,Standard,UK,63,37,0.66,0,1.75,4.7,No,4,1,1
SSN100271,USR3453,2024-11-28T23:55:45,2024-11-29T02:38:45,Comedy,Smart TV,Premium,Germany,162,135,0.83,0,6.04,,Yes,1,2,0
SSN100272,USR5147,2024-06-10T08:36:48,2024-06-10T10:21:48,Romance,Game Console,Standard,US,107,98,0.95,0,4.98,4.9,No,2,2,2
SSN100273,USR2489,2024-09-05T13:38:43,2024-09-05T14:35:43,Horror,Mobile,Basic,US,57,40,0.73,1,4.57,2.8,No,2,1,0
SSN100274,USR3470,2024-07-08T20:56:26,2024-07-08T22:03:26,Documentary,Tablet,Standard,Germany,69,42,0.62,2,2.6,3.7,Yes,1,5,1
SSN100275,USR9560,2024-07-29T06:45:15,2024-07-29T09:10:15,Documentary,Smart TV,PREMIUM,Fr,140,46,0.34,0,5.67,4.2,No,3,1,0
SSN100276,USR5016,2024-08-03T23:30:09,2024-08-03T23:59:09,Romance,PC,Premium,India,31,30,1,1,4.2,4.4,Yes,2,2,0
SSN100277,USR1636,2024-08-03T04:50:38,2024-08-03T07:05:38,Horror,PC,Premium,India,137,131,0.99,3,5.12,4.6,No,1,1,0
SSN100278,USR4425,2024-09-13T03:46:20,2024-09-13T06:07:20,Documentary,PC,Standard,Brazil,142,121,0.83,1,2.96,4.9,No,2,4,1
SSN100279,USR7317,2024-02-26T14:19:10,2024-02-26T15:00:10,Animation,Tablet,Premium,UK,42,28,0.71,1,3.3,3.5,No,0,2,0
SSN100280,USR3058,2024-11-09T20:01:24,2024-11-09T21:58:24,Comedy,Game Console,Premium,India,122,118,1,1,4.12,4.1,Yes,0,1,0
SSN100281,USR5637,2024-12-03T17:40:59,2024-12-03T18:23:59,Animation,Tablet,Standard,UK,41,30,0.69,0,,4,No,2,1,1
SSN100282,USR1879,2024-10-04T19:50:01,2024-10-04T21:10:01,sci-fi,Mobile,Standard,US,84,80,1,0,3.57,3.1,Yes,0,2,0
SSN100283,USR8466,2024-11-08T10:23:12,2024-11-08T12:16:12,Documentary,Game Console,Premium,India,115,84,0.73,1,3.26,3.9,No,2,3,0
SSN100284,USR3400,2024-03-15T16:02:49,2024-03-15T17:13:49,Action,Tablet,Basic,US,75,55,0.8,3,2.91,2.9,No,0,2,0
SSN100285,USR8753,2024-03-10T23:30:35,2024-03-11T01:21:35,Horror,Game Console,Basic,Canada,110,111,1,2,,3.2,Yes,0,1,3
SSN100286,USR2436,2024-03-12T09:54:49,2024-03-12T12:14:49,Drama,Game Console,Premium,US,139,122,,1,2.74,2.6,No,2,3,0
SSN100287,USR9733,2024-05-04T05:45:33,2024-05-04T08:18:33,Documentary,Tablet,Premium,Brazil,156,59,0.4,1,3.48,4.6,No,4,3,0
SSN100288,USR9927,2024-11-13T02:31:46,2024-11-13T04:47:46,Animation,Game Console,Standard,Germany,134,137,1,1,5.23,4.8,No,2,2,1
SSN100289,USR4924,2024-04-26T16:22:47,2024-04-26T19:17:47,Comedy,Game Console,Standard,UK,174,154,0.91,0,5.26,4.3,No,3,0,1
SSN100290,USR8724,2024-01-19T21:24:41,2024-01-19T23:34:41,ANIMATION,PC,Basic,Germany,129,129,1,1,4.87,4.4,Yes,2,1,2
SSN100291,USR4686,2024-05-11T23:05:09,2024-05-12T00:30:09,Funny,Tablet,Basic,Australia,84,69,0.82,2,3.7,2.7,Yes,2,2,0
SSN100292,USR9831,2024-06-10T22:36:58,2024-06-11T01:17:58,Drama,Mobile,Basic,Brazil,166,128,,0,4.12,4.4,Yes,2,1,1
SSN100293,USR9171,2024-04-28T13:55:16,2024-04-28T14:15:16,Sci-Fi,Tablet,Basic,US,23,17,1,1,3.24,4.9,No,1,1,0
SSN100294,USR3434,2024-03-22T11:33:17,2024-03-22T14:07:17,Animation,Game Console,Standard,Germany,154,40,0.23,2,3.08,4.3,No,0,0,0
SSN100295,USR9455,2024-06-14T08:56:55,2024-06-14T09:20:55,Documentary,Smart TV,Premium,Canada,22,20,0.8,1,5.46,3.9,No,2,0,0
SSN100296,USR2684,2024-10-20T20:13:55,2024-10-20T21:59:55,Romance,Mobile,Standard,Brazil,107,77,0.73,0,3.96,3.7,Yes,0,3,2
SSN100297,USR5270,2024-05-10T07:29:45,2024-05-10T09:41:45,Action,Tablet,Premium,India,130,103,0.78,1,4.15,3.7,No,0,0,0
SSN100298,USR8609,2024-07-15T22:16:35,2024-07-15T23:55:35,Romance,Tablet,Premium,UK,101,95,1,1,0.5,2.6,Yes,0,0,0
SSN100299,USR1573,2024-02-01T05:48:17,2024-02-01T07:27:17,Drama,PC,Standard,India,100,92,0.94,2,,3.5,No,3,5,1
SSN100300,USR9856,2024-01-08T11:57:10,2024-01-08T14:37:10,Animation,Smart TV,Basic,India,158,126,0.81,1,5.24,3.6,No,0,3,0
SSN100301,USR5413,2024-07-18T01:36:30,2024-07-18T03:39:30,HORROR,TAB,Standard,Germany,124,121,0.98,1,3.24,4,Yes,2,1,0
SSN100302,USR8559,2024-06-27T01:18:07,2024-06-27T03:43:07,Sci-Fi,Smart TV,Standard,UK,143,69,0.45,0,4.64,3.6,Yes,0,0,0
SSN100303,USR8856,2024-10-11T04:46:00,2024-10-11T05:29:00,Comedy,Mobile,basic,Germany,42,23,0.5,1,2.61,4.2,No,0,2,1
SSN100304,USR9189,2024-02-08T05:51:17,2024-02-08T07:30:17,Action,Mobile,Basic,India,98,63,0.64,1,4.7,3.4,No,0,0,1
SSN100305,USR3703,2024-01-07T07:18:30,2024-01-07T08:42:30,Drama ,Tablet,Standard,Australia,85,43,0.53,2,2.34,3.3,No,1,2,2
SSN100306,USR7422,2024-08-18T11:11:57,2024-08-18T12:05:57,ACTION,Tablet,Standard,australia,54,55,1,3,3.19,4.6,No,0,1,0
SSN100307,USR7188,2024-12-02T07:00:36,2024-12-02T08:26:36,Documentary,Tablet,BASIC,UK,85,68,0.82,0,4.96,5,No,1,2,1
SSN100308,USR1777,2024-04-11T13:25:10,2024-04-11T16:15:10,Comedy,Smart TV,Basic,India,169,118,0.69,0,3.47,3.7,No,0,2,0
SSN100309,USR2739,2024-12-16T03:53:48,2024-12-16T04:30:48,Comedy,Smart TV,Premium,Germany,42,34,0.99,0,6.23,2.9,No,0,3,0
SSN100310,USR8633,2024-06-10T13:48:47,2024-06-10T16:25:47,Drama,Smart TV,Basic,India,159,95,0.61,1,4.71,5,No,2,2,2
SSN100311,USR4181,2024-05-21T03:24:40,2024-05-21T06:09:40,Sci-Fi,Game Console,Basic,Brazil,161,130,0.79,2,3.65,4.2,No,0,2,2
SSN100312,USR8587,2024-11-22T01:44:47,2024-11-22T03:10:47,Comedy,Tablet,Premium,India,85,85,0.94,1,1.35,4.7,Yes,1,3,0
SSN100313,USR1469,2024-07-15T09:50:47,2024-07-15T11:19:47,Horror,Game Console,Standard,Australia,84,61,0.69,2,2.3,2.4,No,0,0,1
SSN100314,USR7886,2024-12-17T17:32:38,2024-12-17T19:18:38,Horror,Tablet,Basic,India,107,93,0.89,2,1.88,3.4,No,2,2,1
SSN100315,USR8638,2024-01-19T01:10:46,2024-01-19T03:16:46,Animation,Smart TV,PREMIUM,Brazil,124,64,0.52,1,6.24,3,Yes,2,0,0
SSN100316,USR1493,2024-12-21T19:19:00,2024-12-21T22:00:00,Documentary,Tablet,Basic,India,162,134,0.82,1,3.02,3.9,Yes,2,1,1
SSN100317,USR4983,2024-04-17T21:16:50,2024-04-17T21:37:50,Animation,Tablet,Basic,Canada,24,15,0.81,0,3.11,,Yes,2,5,2
SSN100318,USR9426,2024-09-02T01:49:09,2024-09-02T03:55:09,Documentary,Game Console,Standard,Australia,124,59,0.46,0,4.71,3.6,Yes,2,2,0
SSN100319,USR2606,2024-07-05T05:00:33,2024-07-05T07:07:33,Drama,Game Console,Premium,UK,127,108,0.87,1,5.14,4.5,No,3,3,0
SSN100320,USR6323,2024-07-08T23:29:13,2024-07-09T01:53:13,Animation,Smart TV,Basic,France,144,100,0.72,0,3.23,,Yes,1,4,0
SSN100321,USR2446,2024-05-14T10:17:32,2024-05-14T11:39:32,Horror,Mobile,Basic,Australia,86,60,0.78,1,2.12,3,No,1,5,1
SSN100322,USR6658,2024-03-12T18:06:31,2024-03-12T21:01:31,Animation,Tablet,Standard,UK,174,141,0.82,0,3.33,3.8,Yes,0,2,5
SSN100323,USR9759,2024-04-08T10:20:28,2024-04-08T10:53:28,Comedy,Mobile,Basic,Germany,35,11,0.26,0,3.32,3.7,No,0,4,0
SSN100324,USR1395,2024-09-02T23:14:55,2024-09-02T23:56:55,Comedy,Mobile,Basic,US,40,32,0.71,4,3.81,2.8,Yes,2,2,1
SSN100325,USR3586,2024-05-19T10:51:48,2024-05-19T13:29:48,Drama,PC,Standard,Australia,157,150,,1,3.3,3.5,No,3,3,1
SSN100326,USR9196,2024-07-24T10:46:54,2024-07-24T13:12:54,Romance,Game Console,Premium,UK,147,50,,3,3.06,5,No,1,1,0
SSN100327,USR9841,2024-04-18T10:26:38,2024-04-18T11:36:38,Comedy,Game Console,Standard,India,71,40,0.57,1,3.65,5,No,0,2,0
SSN100328,USR1225,2024-02-02T12:55:31,2024-02-02T13:39:31,Sci-Fi,Smart TV,Basic,Australia,44,22,0.59,2,4.28,2.5,No,0,3,0
SSN100329,USR8336,2024-07-03T11:13:50,2024-07-03T13:38:50,Comedy,Mobile,Standard,France,147,74,0.51,2,3.44,5,No,1,2,0
SSN100330,USR3933,2024-11-20T15:43:38,2024-11-20T18:03:38,Romance,Mobile,Basic,Canada,144,102,0.78,1,5.83,3.3,No,0,5,2
SSN100331,USR8399,2024-11-22T00:25:26,2024-11-22T01:42:26,Comedy,Tablet,Standard,India,79,49,,1,3.37,4,Yes,0,2,2
SSN100332,USR4326,2024-04-03T12:48:15,2024-04-03T14:44:15,Documentary,Smart TV,Basic,Australia,118,109,0.95,1,4.55,2.7,No,1,0,0
SSN100333,USR2117,2024-01-15T14:01:56,2024-01-15T16:12:56,Documentary ,Mobile,Standard,Australia,137,107,0.81,0,1.8,4,No,1,1,0
SSN100334,USR6470,2024-04-24T06:24:00,2024-04-24T08:25:00,Animation,Smart TV,Basic,US,123,119,1,1,5.64,3.9,No,2,0,1
SSN100335,USR9643,2024-05-16T20:58:04,2024-05-16T22:13:04,Animation,Game Console,Premium,France,74,45,0.6,1,4.58,3.2,Yes,2,1,0
SSN100336,USR1031,2024-02-23T14:26:27,2024-02-23T16:40:27,Horror,PC,Premium,Germany,134,133,1,0,3.37,3.1,No,1,4,0
SSN100337,USR1683,2024-02-08T14:31:00,2024-02-08T15:15:00,Documentary,PC,Standard,Australia,40,32,0.68,1,3.9,3.7,No,2,2,0
SSN100338,USR5185,2024-09-04T17:51:06,2024-09-04T20:21:06,Action,PC,Basic,Canada,149,153,1,1,2.93,2.7,No,0,2,0
SSN100339,USR8595,2024-09-19T13:48:44,2024-09-19T14:34:44,Sci-Fi,PC,Premium,Germany,47,31,0.71,1,4,4.4,No,0,1,0
SSN100340,USR7623,2024-12-28T05:50:37,2024-12-28T08:39:37,Comedy,PC,Premium,Australia,169,68,,0,4.31,3.3,No,0,1,0
SSN100341,USR1103,2024-01-31T05:55:23,2024-01-31T06:39:23,Action,Tablet,Basic,US,44,33,0.82,2,3.73,4.6,No,2,5,1
SSN100342,USR4453,2024-09-14T10:43:23,2024-09-14T13:42:23,Horror,Smart TV,Premium,UK,179,126,0.73,0,3.25,4,No,2,4,0
SSN100343,USR7700,2024-10-23T13:46:04,2024-10-23T15:19:04,HORROR,PC,Basic,India,93,72,,2,3.39,4.2,No,0,1,0
SSN100344,USR8868,2024-08-05T16:03:13,2024-08-05T18:41:13,Romance,PC,Premium,Germany,156,121,0.78,1,2.93,3.8,No,0,4,0
SSN100345,USR3903,2024-08-27T13:25:47,2024-08-27T15:32:47,Drama,Mobile,Premium,Canada,130,102,0.81,0,3.09,3.6,No,1,0,0
SSN100346,USR4335,2024-09-14T06:57:55,2024-09-14T09:48:55,Documentary,Tablet,Premium,Germany,169,174,1,1,5.33,2.4,No,1,3,0
SSN100347,USR1751,2024-09-26T23:33:09,2024-09-26T23:53:09,Action,PC,Basic,Canada,21,20,0.93,0,3.29,3.9,Yes,0,0,0
