SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips,StartDate,EndDate,StartDateTime,EndDateTime,LocalStartTime,LocalEndTime,LocalStartHour,LocalEndHour,Cluster,SubscriptionType_clean,Genre_encoded,DeviceType_encoded,SubscriptionType_clean_encoded
SSN100085,USR1740,21:01:50,23:27:50,horror,smart tv,Basic,Usa,145,144,0.95,5,,1.5,Yes,1,2,2,05/10/2024,05/10/2024,2024-10-05 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 20:00:00-04:00,2024-10-04 20:00:00-04:00,20,20,3,basic,6,4,0
SSN100086,USR8229,08:58:15,09:32:15,documentary,smart tv,Premium,United Kingdom,36,29,0.86,1,57,,No,2,2,0,04/01/2024,04/01/2024,2024-01-04 00:00:00+00:00,2024-01-04 00:00:00+00:00,2024-01-04 00:00:00+00:00,2024-01-04 00:00:00+00:00,0,0,0,premium,4,4,1
SSN100087,USR7126,11:21:10,13:28:10,animation,phone,Premium,India,126,128,0.99,0,266,2.3,No,2,1,0,10/01/2024,10/01/2024,2024-01-10 00:00:00+00:00,2024-01-10 00:00:00+00:00,2024-01-10 05:30:00+05:30,2024-01-10 05:30:00+05:30,5,5,3,premium,1,3,1
SSN100088,USR3967,16:37:06,17:20:06,science fiction,tablet,Basic,Brazil,42,32,0.76,2,263,4.2,No,2,4,2,16/03/2024,16/03/2024,2024-03-16 00:00:00+00:00,2024-03-16 00:00:00+00:00,2024-03-15 21:00:00-03:00,2024-03-15 21:00:00-03:00,21,21,2,basic,8,5,0
SSN100089,USR1778,07:18:43,09:56:43,documentary,game console,Standard,Germany,159,104,0.63,0,217,4,No,2,2,2,31/05/2024,31/05/2024,2024-05-31 00:00:00+00:00,2024-05-31 00:00:00+00:00,2024-05-31 02:00:00+02:00,2024-05-31 02:00:00+02:00,2,2,1,standard,4,1,2
SSN100090,USR4529,10:35:46,11:37:46,horror,tablet,Standard,India,65,41,0.69,1,453,4.6,No,2,2,1,01/07/2024,01/07/2024,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 05:30:00+05:30,2024-07-01 05:30:00+05:30,5,5,2,standard,6,5,2
SSN100091,USR7449,13:08:05,14:10:05,documentary,tablet,Standard,India,66,55,0.84,2,309,4.5,No,1,3,1,26/10/2024,26/10/2024,2024-10-26 00:00:00+00:00,2024-10-26 00:00:00+00:00,2024-10-26 05:30:00+05:30,2024-10-26 05:30:00+05:30,5,5,2,standard,4,5,2
SSN100092,USR5712,23:03:00,00:19:00,horror,phone,Basic,Australia,77,57,0.77,2,412,2.7,Yes,1,3,0,17/01/2024,18/01/2024,2024-01-17 00:00:00+00:00,2024-01-18 00:00:00+00:00,2024-01-17 11:00:00+11:00,2024-01-18 11:00:00+11:00,11,11,0,basic,6,3,0
SSN100093,USR7273,14:57:19,17:20:19,romance,smart tv,Basic,Usa,146,141,1,1,563,4.1,No,0,3,1,09/05/2024,09/05/2024,2024-05-09 00:00:00+00:00,2024-05-09 00:00:00+00:00,2024-05-08 20:00:00-04:00,2024-05-08 20:00:00-04:00,20,20,1,basic,7,4,0
SSN100094,USR7721,08:03:52,08:26:52,science fiction,phone,Basic,Australia,23,9,0.61,2,329,2.3,No,0,4,0,29/01/2024,29/01/2024,2024-01-29 00:00:00+00:00,2024-01-29 00:00:00+00:00,2024-01-29 11:00:00+11:00,2024-01-29 11:00:00+11:00,11,11,0,basic,8,3,0
SSN100095,USR6248,08:03:53,09:18:53,horror,smart tv,Premium,Australia,75,74,0.99,2,314,2.6,No,2,1,0,12/02/2024,12/02/2024,2024-02-12 00:00:00+00:00,2024-02-12 00:00:00+00:00,2024-02-12 11:00:00+11:00,2024-02-12 11:00:00+11:00,11,11,0,premium,6,4,1
SSN100096,USR8367,06:11:21,06:47:21,animation,phone,Standard,Canada,35,26,0.81,2,352,1.9,No,1,3,0,24/05/2024,24/05/2024,2024-05-24 00:00:00+00:00,2024-05-24 00:00:00+00:00,2024-05-23 20:00:00-04:00,2024-05-23 20:00:00-04:00,20,20,0,standard,1,3,2
SSN100097,USR5202,07:13:27,08:05:27,romance,smart tv,Standard,Brazil,53,41,0.89,1,425,3.1,No,1,3,2,03/12/2024,03/12/2024,2024-12-03 00:00:00+00:00,2024-12-03 00:00:00+00:00,2024-12-02 21:00:00-03:00,2024-12-02 21:00:00-03:00,21,21,0,standard,7,4,2
SSN100098,USR9111,23:35:50,02:29:50,documentary,smart tv,Standard,France,171,118,0.68,3,318,5,Yes,3,0,2,26/12/2024,27/12/2024,2024-12-26 00:00:00+00:00,2024-12-27 00:00:00+00:00,2024-12-26 01:00:00+01:00,2024-12-27 01:00:00+01:00,1,1,1,standard,4,4,2
SSN100099,USR5706,15:02:43,15:56:43,documentary,game console,Standard,Canada,51,30,0.51,0,,3.5,No,3,3,0,15/04/2024,15/04/2024,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,2024-04-14 20:00:00-04:00,2024-04-14 20:00:00-04:00,20,20,0,standard,4,1,2
SSN100100,USR7215,01:45:45,04:00:45,comedy,game console,Basic,India,136,95,0.68,0,241,4,Yes,0,1,1,28/10/2024,28/10/2024,2024-10-28 00:00:00+00:00,2024-10-28 00:00:00+00:00,2024-10-28 05:30:00+05:30,2024-10-28 05:30:00+05:30,5,5,1,basic,3,1,0
SSN100101,USR1720,06:15:26,08:25:26,comedy,tablet,Premium,Brazil,132,110,0.87,0,265,4.1,No,0,2,0,19/11/2024,19/11/2024,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11-18 21:00:00-03:00,2024-11-18 21:00:00-03:00,21,21,1,premium,3,5,1
SSN100102,USR3170,16:26:15,17:27:15,science fiction,game console,Premium,Germany,64,47,0.76,0,539,3.9,No,2,0,0,15/06/2024,15/06/2024,2024-06-15 00:00:00+00:00,2024-06-15 00:00:00+00:00,2024-06-15 02:00:00+02:00,2024-06-15 02:00:00+02:00,2,2,0,premium,8,1,1
SSN100103,USR6013,19:25:35,20:43:35,action,smart tv,Standard,Usa,79,68,0.85,2,50,4.8,Yes,2,2,1,21/08/2024,21/08/2024,2024-08-21 00:00:00+00:00,2024-08-21 00:00:00+00:00,2024-08-20 20:00:00-04:00,2024-08-20 20:00:00-04:00,20,20,2,standard,0,4,2
SSN100104,USR6057,11:03:36,13:28:36,animation,game console,Standard,Canada,147,107,0.73,2,31,3.2,No,1,3,1,01/03/2024,01/03/2024,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,2024-02-29 19:00:00-05:00,2024-02-29 19:00:00-05:00,19,19,3,standard,1,1,2
SSN100105,USR7861,17:27:54,18:39:54,horror,game console,Basic,Germany,67,46,0.64,3,401,4,No,0,2,1,04/02/2024,04/02/2024,2024-02-04 00:00:00+00:00,2024-02-04 00:00:00+00:00,2024-02-04 01:00:00+01:00,2024-02-04 01:00:00+01:00,1,1,2,basic,6,1,0
SSN100106,USR6974,06:28:14,08:45:14,action,game console,Standard,Brazil,134,109,0.8,0,259,4,No,3,4,0,09/06/2024,09/06/2024,2024-06-09 00:00:00+00:00,2024-06-09 00:00:00+00:00,2024-06-08 21:00:00-03:00,2024-06-08 21:00:00-03:00,21,21,1,standard,0,1,2
SSN100107,USR6369,02:13:10,04:36:10,documentary,tablet,Basic,Canada,142,143,,0,215,4.5,No,2,2,2,19/07/2024,19/07/2024,2024-07-19 00:00:00+00:00,2024-07-19 00:00:00+00:00,2024-07-18 20:00:00-04:00,2024-07-18 20:00:00-04:00,20,20,1,basic,4,5,0
SSN100108,USR9127,06:04:55,07:16:55,documentary,tablet,Basic,Brazil,71,71,1,2,592,4,No,6,2,1,28/07/2024,28/07/2024,2024-07-28 00:00:00+00:00,2024-07-28 00:00:00+00:00,2024-07-27 21:00:00-03:00,2024-07-27 21:00:00-03:00,21,21,2,basic,4,5,0
SSN100109,USR1448,21:50:32,00:34:32,comedy,game console,Standard,Usa,161,124,0.73,3,302,4.4,Yes,0,1,1,20/05/2024,21/05/2024,2024-05-20 00:00:00+00:00,2024-05-21 00:00:00+00:00,2024-05-19 20:00:00-04:00,2024-05-20 20:00:00-04:00,20,20,1,standard,3,1,2
SSN100110,USR4910,04:07:41,06:09:41,romance,game console,Premium,Canada,119,99,0.81,0,165,3.1,No,0,2,0,06/04/2024,06/04/2024,2024-04-06 00:00:00+00:00,2024-04-06 00:00:00+00:00,2024-04-05 20:00:00-04:00,2024-04-05 20:00:00-04:00,20,20,3,premium,7,1,1
SSN100111,USR7764,05:13:09,05:44:09,romance,smart tv,Premium,Germany,28,23,0.7,2,446,3.9,No,2,4,0,10/09/2024,10/09/2024,2024-09-10 00:00:00+00:00,2024-09-10 00:00:00+00:00,2024-09-10 02:00:00+02:00,2024-09-10 02:00:00+02:00,2,2,0,premium,7,4,1
SSN100112,USR1165,17:22:05,20:13:05,action,game console,Premium,Brazil,175,58,0.33,1,186,5,No,0,0,0,15/12/2024,15/12/2024,2024-12-15 00:00:00+00:00,2024-12-15 00:00:00+00:00,2024-12-14 21:00:00-03:00,2024-12-14 21:00:00-03:00,21,21,1,premium,0,1,1
SSN100113,USR2991,10:05:49,12:58:49,documentary,game console,Standard,United Kingdom,171,137,0.78,3,344,4.6,No,3,3,0,28/09/2024,28/09/2024,2024-09-28 00:00:00+00:00,2024-09-28 00:00:00+00:00,2024-09-28 01:00:00+01:00,2024-09-28 01:00:00+01:00,1,1,1,standard,4,1,2
SSN100114,USR2220,07:57:21,10:12:21,action,game console,Standard,Australia,134,133,0.97,2,618,4.6,No,0,1,3,11/06/2024,11/06/2024,2024-06-11 00:00:00+00:00,2024-06-11 00:00:00+00:00,2024-06-11 10:00:00+10:00,2024-06-11 10:00:00+10:00,10,10,1,standard,0,1,2
SSN100115,USR8851,09:39:01,11:35:01,animation,tablet,Basic,France,119,90,0.77,0,432,4.4,No,2,2,0,07/04/2024,07/04/2024,2024-04-07 00:00:00+00:00,2024-04-07 00:00:00+00:00,2024-04-07 02:00:00+02:00,2024-04-07 02:00:00+02:00,2,2,1,basic,1,5,0
SSN100116,USR5444,19:22:36,21:09:36,comedy,game console,Basic,Brazil,107,28,0.29,3,449,3.2,Yes,0,1,2,04/11/2024,04/11/2024,2024-11-04 00:00:00+00:00,2024-11-04 00:00:00+00:00,2024-11-03 21:00:00-03:00,2024-11-03 21:00:00-03:00,21,21,0,basic,3,1,0
SSN100117,USR8864,23:25:24,01:07:24,horror,game console,Standard,Australia,104,66,0.62,2,42,3.7,Yes,1,2,1,24/11/2024,25/11/2024,2024-11-24 00:00:00+00:00,2024-11-25 00:00:00+00:00,2024-11-24 11:00:00+11:00,2024-11-25 11:00:00+11:00,11,11,3,standard,6,1,2
SSN100118,USR6617,05:11:02,05:36:02,romance,smart tv,Basic,Germany,28,24,1,0,524,2.8,No,0,3,0,15/09/2024,15/09/2024,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,2024-09-15 02:00:00+02:00,2024-09-15 02:00:00+02:00,2,2,0,basic,7,4,0
SSN100119,USR1173,04:41:27,05:51:27,drama,smart tv,Basic,Usa,74,71,1,0,654,2.7,No,5,3,2,14/08/2024,14/08/2024,2024-08-14 00:00:00+00:00,2024-08-14 00:00:00+00:00,2024-08-13 20:00:00-04:00,2024-08-13 20:00:00-04:00,20,20,0,basic,5,4,0
SSN100120,USR7313,03:57:22,06:56:22,science fiction,phone,Basic,Brazil,183,129,0.74,1,383,4.8,No,1,2,0,05/01/2024,05/01/2024,2024-01-05 00:00:00+00:00,2024-01-05 00:00:00+00:00,2024-01-04 21:00:00-03:00,2024-01-04 21:00:00-03:00,21,21,1,basic,8,3,0
SSN100121,USR9051,22:55:21,00:08:21,animation,smart tv,Basic,United Kingdom,72,54,0.71,2,486,,Yes,0,1,0,22/01/2024,23/01/2024,2024-01-22 00:00:00+00:00,2024-01-23 00:00:00+00:00,2024-01-22 00:00:00+00:00,2024-01-23 00:00:00+00:00,0,0,2,basic,1,4,0
SSN100122,USR5921,13:54:00,14:44:00,documentary,tablet,Basic,India,49,44,0.83,2,479,3.5,No,1,3,0,29/01/2024,29/01/2024,2024-01-29 00:00:00+00:00,2024-01-29 00:00:00+00:00,2024-01-29 05:30:00+05:30,2024-01-29 05:30:00+05:30,5,5,0,basic,4,5,0
SSN100123,USR1751,13:20:30,14:36:30,horror,game console,Premium,United Kingdom,73,50,0.62,1,,4.5,No,0,5,0,23/05/2024,23/05/2024,2024-05-23 00:00:00+00:00,2024-05-23 00:00:00+00:00,2024-05-23 01:00:00+01:00,2024-05-23 01:00:00+01:00,1,1,2,premium,6,1,1
SSN100124,USR5338,08:27:50,09:30:50,horror,tablet,Standard,Canada,60,51,0.9,2,618,4.5,No,2,1,1,08/10/2024,08/10/2024,2024-10-08 00:00:00+00:00,2024-10-08 00:00:00+00:00,2024-10-07 20:00:00-04:00,2024-10-07 20:00:00-04:00,20,20,2,standard,6,5,2
SSN100125,USR3153,09:45:22,11:37:22,documentary,tablet,Basic,India,115,111,1,1,421,2.5,No,3,3,1,24/03/2024,24/03/2024,2024-03-24 00:00:00+00:00,2024-03-24 00:00:00+00:00,2024-03-24 05:30:00+05:30,2024-03-24 05:30:00+05:30,5,5,3,basic,4,5,0
SSN100126,USR8622,10:45:57,11:46:57,animation,game console,Basic,Usa,57,44,0.73,1,448,3.9,No,1,1,2,03/07/2024,03/07/2024,2024-07-03 00:00:00+00:00,2024-07-03 00:00:00+00:00,2024-07-02 20:00:00-04:00,2024-07-02 20:00:00-04:00,20,20,0,basic,1,1,0
SSN100127,USR8025,00:54:16,02:44:16,documentary,tablet,Standard,India,108,112,1,0,504,4,Yes,2,1,0,26/09/2024,26/09/2024,2024-09-26 00:00:00+00:00,2024-09-26 00:00:00+00:00,2024-09-26 05:30:00+05:30,2024-09-26 05:30:00+05:30,5,5,1,standard,4,5,2
SSN100128,USR8576,01:35:03,04:10:03,horror,phone,Standard,France,157,155,1,0,209,3.9,Yes,1,3,0,23/11/2024,23/11/2024,2024-11-23 00:00:00+00:00,2024-11-23 00:00:00+00:00,2024-11-23 01:00:00+01:00,2024-11-23 01:00:00+01:00,1,1,1,standard,6,3,2
SSN100129,USR5222,16:40:10,18:31:10,action,phone,Standard,Australia,108,106,0.92,0,399,3.3,No,0,1,0,10/04/2024,10/04/2024,2024-04-10 00:00:00+00:00,2024-04-10 00:00:00+00:00,2024-04-10 10:00:00+10:00,2024-04-10 10:00:00+10:00,10,10,3,standard,0,3,2
SSN100130,USR6986,15:29:10,18:13:10,romance,game console,Basic,United Kingdom,161,101,0.61,3,401,4.2,No,1,2,0,02/09/2024,02/09/2024,2024-09-02 00:00:00+00:00,2024-09-02 00:00:00+00:00,2024-09-02 01:00:00+01:00,2024-09-02 01:00:00+01:00,1,1,1,basic,7,1,0
SSN100131,USR7281,01:53:12,04:51:12,science fiction,phone,Basic,Usa,178,179,1,0,331,4,Yes,3,3,0,28/01/2024,28/01/2024,2024-01-28 00:00:00+00:00,2024-01-28 00:00:00+00:00,2024-01-27 19:00:00-05:00,2024-01-27 19:00:00-05:00,19,19,1,basic,8,3,0
SSN100132,USR6677,02:13:42,04:12:42,animation,game console,Standard,Usa,118,72,0.62,1,486,4.5,No,0,1,0,14/03/2024,14/03/2024,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-13 20:00:00-04:00,2024-03-13 20:00:00-04:00,20,20,2,standard,1,1,2
SSN100133,USR9911,19:58:51,22:50:51,romance,smart tv,Standard,Usa,170,150,0.86,0,61,2.5,Yes,4,4,2,02/01/2024,02/01/2024,2024-01-02 00:00:00+00:00,2024-01-02 00:00:00+00:00,2024-01-01 19:00:00-05:00,2024-01-01 19:00:00-05:00,19,19,3,standard,7,4,2
SSN100134,USR7169,05:41:13,07:58:13,animation,smart tv,Basic,France,137,132,1,0,532,3.6,No,0,5,1,29/02/2024,29/02/2024,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,2024-02-29 01:00:00+01:00,2024-02-29 01:00:00+01:00,1,1,3,basic,1,4,0
SSN100135,USR2959,23:48:14,00:44:14,action,game console,Basic,United Kingdom,52,50,0.98,1,527,3.6,Yes,1,2,3,01/03/2024,02/03/2024,2024-03-01 00:00:00+00:00,2024-03-02 00:00:00+00:00,2024-03-01 00:00:00+00:00,2024-03-02 00:00:00+00:00,0,0,0,basic,0,1,0
SSN100136,USR5083,08:01:52,10:30:52,horror,smart tv,Premium,Brazil,146,149,0.98,2,442,5,No,0,1,0,18/08/2024,18/08/2024,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-17 21:00:00-03:00,2024-08-17 21:00:00-03:00,21,21,1,premium,6,4,1
SSN100137,USR2422,01:22:30,02:47:30,drama,tablet,Basic,Brazil,80,53,0.62,0,207,4.4,Yes,1,3,0,03/07/2024,03/07/2024,2024-07-03 00:00:00+00:00,2024-07-03 00:00:00+00:00,2024-07-02 21:00:00-03:00,2024-07-02 21:00:00-03:00,21,21,2,basic,5,5,0
SSN100138,USR7118,07:45:17,10:25:17,science fiction,smart tv,Basic,Germany,159,44,,4,417,4.4,No,2,3,2,28/08/2024,28/08/2024,2024-08-28 00:00:00+00:00,2024-08-28 00:00:00+00:00,2024-08-28 02:00:00+02:00,2024-08-28 02:00:00+02:00,2,2,1,basic,8,4,0
SSN100139,USR6499,17:49:33,19:49:33,animation,game console,Standard,India,119,92,0.76,2,358,3.3,No,1,0,2,07/01/2024,07/01/2024,2024-01-07 00:00:00+00:00,2024-01-07 00:00:00+00:00,2024-01-07 05:30:00+05:30,2024-01-07 05:30:00+05:30,5,5,3,standard,1,1,2
SSN100140,USR7003,19:30:45,19:50:45,documentary,game console,Standard,Canada,23,22,1,0,379,4.1,Yes,3,1,1,05/03/2024,05/03/2024,2024-03-05 00:00:00+00:00,2024-03-05 00:00:00+00:00,2024-03-04 19:00:00-05:00,2024-03-04 19:00:00-05:00,19,19,0,standard,4,1,2
SSN100141,USR5345,20:12:31,21:02:31,drama,phone,Premium,Germany,52,42,0.92,2,371,2.1,Yes,3,5,0,15/08/2024,15/08/2024,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+02:00,2024-08-15 02:00:00+02:00,2,2,0,premium,5,3,1
SSN100142,USR3575,06:04:37,08:49:37,romance,phone,Basic,Usa,165,96,0.59,2,406,3.9,No,2,4,0,09/02/2024,09/02/2024,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,2024-02-08 19:00:00-05:00,2024-02-08 19:00:00-05:00,19,19,1,basic,7,3,0
SSN100143,USR8042,01:11:51,02:57:51,documentary,smart tv,Basic,Germany,103,66,0.58,1,,3.6,Yes,1,0,0,09/02/2024,09/02/2024,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,2024-02-09 01:00:00+01:00,2024-02-09 01:00:00+01:00,1,1,3,basic,4,4,0
SSN100144,USR7603,05:38:33,07:06:33,animation,smart tv,Premium,Brazil,93,78,0.88,1,506,4.5,No,4,4,0,24/09/2024,24/09/2024,2024-09-24 00:00:00+00:00,2024-09-24 00:00:00+00:00,2024-09-23 21:00:00-03:00,2024-09-23 21:00:00-03:00,21,21,2,premium,1,4,1
SSN100145,USR4886,18:35:48,20:55:48,drama,game console,Standard,Canada,137,139,1,0,366,3.8,Yes,3,2,3,23/06/2024,23/06/2024,2024-06-23 00:00:00+00:00,2024-06-23 00:00:00+00:00,2024-06-22 20:00:00-04:00,2024-06-22 20:00:00-04:00,20,20,1,standard,5,1,2
SSN100146,USR7025,03:36:26,05:26:26,documentary,game console,Basic,Canada,114,76,0.69,1,358,4,No,5,2,2,20/10/2024,20/10/2024,2024-10-20 00:00:00+00:00,2024-10-20 00:00:00+00:00,2024-10-19 20:00:00-04:00,2024-10-19 20:00:00-04:00,20,20,1,basic,4,1,0
SSN100147,USR8605,19:21:41,22:14:41,drama,tablet,Basic,Usa,174,155,0.88,1,321,3.1,Yes,3,1,0,22/02/2024,22/02/2024,2024-02-22 00:00:00+00:00,2024-02-22 00:00:00+00:00,2024-02-21 19:00:00-05:00,2024-02-21 19:00:00-05:00,19,19,3,basic,5,5,0
SSN100148,USR5757,13:34:10,16:13:10,science fiction,game console,Standard,Canada,158,116,0.73,1,364,3.9,No,1,4,1,15/02/2024,15/02/2024,2024-02-15 00:00:00+00:00,2024-02-15 00:00:00+00:00,2024-02-14 19:00:00-05:00,2024-02-14 19:00:00-05:00,19,19,1,standard,8,1,2
SSN100149,USR7329,10:13:32,12:45:32,animation,smart tv,Basic,United Kingdom,154,93,0.63,0,505,4.2,No,1,1,0,31/08/2024,31/08/2024,2024-08-31 00:00:00+00:00,2024-08-31 00:00:00+00:00,2024-08-31 01:00:00+01:00,2024-08-31 01:00:00+01:00,1,1,1,basic,1,4,0
SSN100150,USR1283,19:12:27,21:10:27,science fiction,phone,Premium,France,120,120,1,1,246,3.9,Yes,0,2,0,09/01/2024,09/01/2024,2024-01-09 00:00:00+00:00,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+01:00,2024-01-09 01:00:00+01:00,1,1,1,premium,8,3,1
SSN100151,USR2747,13:29:13,15:40:13,science fiction,tablet,Basic,United Kingdom,129,133,1,1,502,3.8,No,1,4,0,11/05/2024,11/05/2024,2024-05-11 00:00:00+00:00,2024-05-11 00:00:00+00:00,2024-05-11 01:00:00+01:00,2024-05-11 01:00:00+01:00,1,1,1,basic,8,5,0
SSN100152,USR9972,21:29:48,00:23:48,action,tablet,Premium,Germany,177,174,1,4,314,4.4,Yes,0,3,0,09/09/2024,10/09/2024,2024-09-09 00:00:00+00:00,2024-09-10 00:00:00+00:00,2024-09-09 02:00:00+02:00,2024-09-10 02:00:00+02:00,2,2,1,premium,0,5,1
SSN100153,USR2621,10:45:12,13:31:12,documentary,game console,Basic,Australia,166,123,0.76,1,522,4.2,No,2,2,2,09/07/2024,09/07/2024,2024-07-09 00:00:00+00:00,2024-07-09 00:00:00+00:00,2024-07-09 10:00:00+10:00,2024-07-09 10:00:00+10:00,10,10,1,basic,4,1,0
SSN100154,USR6790,02:00:22,02:56:22,horror,tablet,Basic,Germany,57,49,0.88,2,247,4.3,No,0,2,1,20/01/2024,20/01/2024,2024-01-20 00:00:00+00:00,2024-01-20 00:00:00+00:00,2024-01-20 01:00:00+01:00,2024-01-20 01:00:00+01:00,1,1,2,basic,6,5,0
SSN100155,USR7755,06:26:49,08:21:49,comedy,smart tv,Standard,France,116,84,0.75,1,483,2.2,No,2,2,0,29/05/2024,29/05/2024,2024-05-29 00:00:00+00:00,2024-05-29 00:00:00+00:00,2024-05-29 02:00:00+02:00,2024-05-29 02:00:00+02:00,2,2,3,standard,3,4,2
SSN100156,USR1063,13:01:56,13:57:56,science fiction,smart tv,Premium,Brazil,59,45,0.85,2,645,3.4,No,1,2,0,24/02/2024,24/02/2024,2024-02-24 00:00:00+00:00,2024-02-24 00:00:00+00:00,2024-02-23 21:00:00-03:00,2024-02-23 21:00:00-03:00,21,21,0,premium,8,4,1
SSN100157,USR3618,06:27:49,07:57:49,horror,smart tv,Premium,Canada,89,81,0.91,1,412,3.5,No,0,1,0,17/01/2024,17/01/2024,2024-01-17 00:00:00+00:00,2024-01-17 00:00:00+00:00,2024-01-16 19:00:00-05:00,2024-01-16 19:00:00-05:00,19,19,3,premium,6,4,1
SSN100158,USR1191,21:52:41,23:39:41,animation,smart tv,Standard,Germany,113,105,1,1,553,3.9,Yes,1,2,1,20/10/2024,20/10/2024,2024-10-20 00:00:00+00:00,2024-10-20 00:00:00+00:00,2024-10-20 02:00:00+02:00,2024-10-20 02:00:00+02:00,2,2,1,standard,1,4,2
SSN100159,USR9853,01:14:19,02:35:19,horror,game console,Basic,India,84,64,0.72,1,393,5,Yes,3,1,1,18/09/2024,18/09/2024,2024-09-18 00:00:00+00:00,2024-09-18 00:00:00+00:00,2024-09-18 05:30:00+05:30,2024-09-18 05:30:00+05:30,5,5,2,basic,6,1,0
SSN100160,USR1642,15:36:01,18:12:01,romance,ipad,Premium,Germany,151,96,,1,414,2.4,No,0,3,0,25/04/2024,25/04/2024,2024-04-25 00:00:00+00:00,2024-04-25 00:00:00+00:00,2024-04-25 02:00:00+02:00,2024-04-25 02:00:00+02:00,2,2,3,premium,7,2,1
SSN100161,USR5181,20:15:40,23:12:40,science fiction,game console,Premium,France,177,151,0.85,3,258,3.8,Yes,1,0,0,20/07/2024,20/07/2024,2024-07-20 00:00:00+00:00,2024-07-20 00:00:00+00:00,2024-07-20 02:00:00+02:00,2024-07-20 02:00:00+02:00,2,2,1,premium,8,1,1
SSN100162,USR2336,21:42:52,22:09:52,romance,phone,Standard,Brazil,29,20,0.78,0,303,,Yes,1,1,0,18/04/2024,18/04/2024,2024-04-18 00:00:00+00:00,2024-04-18 00:00:00+00:00,2024-04-17 21:00:00-03:00,2024-04-17 21:00:00-03:00,21,21,0,standard,7,3,2
SSN100163,USR6592,16:30:38,19:09:38,horror,tablet,Basic,United Kingdom,159,124,0.79,2,,3.2,No,0,3,0,30/11/2024,30/11/2024,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,0,0,3,basic,6,5,0
SSN100164,USR4708,22:00:26,23:13:26,science fiction,tablet,Premium,United Kingdom,70,74,1,2,333,4.4,Yes,3,3,0,27/09/2024,27/09/2024,2024-09-27 00:00:00+00:00,2024-09-27 00:00:00+00:00,2024-09-27 01:00:00+01:00,2024-09-27 01:00:00+01:00,1,1,2,premium,8,5,1
SSN100165,USR5527,03:24:27,05:10:27,romance,smart tv,Standard,Brazil,107,78,0.72,3,444,2.9,No,0,3,3,24/05/2024,24/05/2024,2024-05-24 00:00:00+00:00,2024-05-24 00:00:00+00:00,2024-05-23 21:00:00-03:00,2024-05-23 21:00:00-03:00,21,21,3,standard,7,4,2
SSN100166,USR9084,03:01:11,03:47:11,animation,game console,Standard,United Kingdom,46,35,,1,249,4.6,No,0,0,2,18/10/2024,18/10/2024,2024-10-18 00:00:00+00:00,2024-10-18 00:00:00+00:00,2024-10-18 01:00:00+01:00,2024-10-18 01:00:00+01:00,1,1,2,standard,1,1,2
SSN100167,USR3634,10:14:55,10:47:55,romance,tablet,Basic,India,34,29,,0,23,4.8,No,0,2,1,01/11/2024,01/11/2024,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,2024-11-01 05:30:00+05:30,2024-11-01 05:30:00+05:30,5,5,2,basic,7,5,0
SSN100168,USR8611,22:02:38,23:30:38,action,phone,Basic,France,85,58,0.67,3,163,3.7,Yes,2,2,4,19/11/2024,19/11/2024,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11-19 01:00:00+01:00,2024-11-19 01:00:00+01:00,1,1,0,basic,0,3,0
SSN100169,USR3417,01:55:53,02:59:53,romance,smart tv,Standard,Canada,64,54,0.89,2,452,3.6,Yes,0,0,0,20/12/2024,20/12/2024,2024-12-20 00:00:00+00:00,2024-12-20 00:00:00+00:00,2024-12-19 19:00:00-05:00,2024-12-19 19:00:00-05:00,19,19,0,standard,7,4,2
SSN100170,USR8579,18:59:17,21:11:17,drama,game console,Premium,Canada,132,112,0.82,0,292,3.1,Yes,5,2,0,26/09/2024,26/09/2024,2024-09-26 00:00:00+00:00,2024-09-26 00:00:00+00:00,2024-09-25 20:00:00-04:00,2024-09-25 20:00:00-04:00,20,20,3,premium,5,1,1
